0	采荷一小是分校吧
1	毛坯吗？
2	你们的佣金费大约是多少和契税是多少。
3	靠近川沙路嘛？
4	这套房源价格还有优惠空间吗？
5	这个税多少钱
6	这套房源价格还有优惠空间么？
7	有房子可以带我看看吗？
8	光线不好，是吗
9	几期的？
10	什么情况呢？
11	这套房源价格还有优惠空间吗？
12	边户吗？
13	明天还得去看一下这套
14	看房方便吗
15	这个小区配套哪个小学和中学
16	首付多少
17	价格最低多少卖？
18	采光怎么样呢？
19	想看一下房子
20	这个房子价格能谈吗
21	我想看看碧桂园的房子。
22	房价还能谈吗？
23	这是一期吗
24	您好，我想看一下这房子
25	您好，请问这个户型有啥优缺点
26	临街吗
27	先看房子嘛
28	您好，请问这个房子周边有哪些学校
29	请问首付和贷款是多少？
30	你好 请问这个房源信息只有这些吗？
31	什么时候能够看房呢？
32	对了我还想看河东的一个房子
33	看房什么时候方便
34	什么时候能够看房呢？
35	你好，这个房子是要全款？
36	都不满吗？怎么交易
37	临街吗？
38	明天什么时候可以看看呢
39	您好，请问这个户型有啥优缺点
40	是实验学校吗
41	2020年5月买的1手？
42	什么时候能够看房呢？
43	能看吗
44	什么时候友谊医院能开张
45	这个价格还有的谈吗
46	北师大附中市重点中学吗
47	总的税费？
48	这是哪里的房子
49	学区划分在哪个小学
50	什么时候能够看房呢？
51	不挡光吧、
52	这个最低多少钱
53	2楼这套给256万能谈下来吗
54	都看看吧
55	那您帮我约一下，看看他们什么时候方便，谢谢
56	行，明天都看看
57	看房方便吗
58	临大路哈？
59	拎包入住？就是说家具这些房东不拿走？
60	什么时候能够看房呢？
61	我想了解一下这里的房子
62	上哪个小学呢
63	51看看哪天我约你吧
64	北一路哪？
65	那前面光线怎么样
66	这套房配套学区怎么样啊
67	靠马路吗
68	在小区的什么位置？
69	在哪
70	这个户型的西南是不是比东南好点采光
71	这套房源价格还有优惠空间么？
72	周边配套怎么样
73	在哪里呢
74	这个约看
75	多久满呢
76	您好，我正在看芍药居北里的房子
77	看看呢
78	最低多少钱啦
79	这套房源价格还有优惠空间么？
80	这是在什么地方
81	可以去看吗
82	中学呢
83	想了解一下购房政策
84	采光好吗？
85	哦哦采光怎么样？
86	这疫情能看？
87	能配家具家电吗
88	什么时候能够看房呢？
89	什么时候能够看房呢？
90	带家具吗
91	您好，请问这个房子的首付、税费和贷款是怎样的？
92	什么时候看房
93	您好，请问这个房子周边有哪些学校？
94	这房子能贷多少年
95	大税多少
96	那个楼是临街的我看
97	这个税费多少？小产权哦
98	您好，请问这个房子周边有哪些学校？
99	您好，我想了解长桥六村即将上架的1室房源报价。
100	带家具家电？
101	我看房本不满两年 税费是不是很高
102	是的，配套都齐全的
103	税费高吗
104	家具？
105	那能看吗？
106	能约上哪个看哪个
107	这个房子是中间套还是边套
108	请问首付和贷款是多少？
109	带我看看
110	750那套 能谈到多少呢
111	几期的
112	您好 什么时候有空带我去看一下观澜的房子
113	学位呀！配套设施呀！
114	其他费用还有哪些？还有议价空间吗？
115	这家能看房吗
116	有时间去看看约你
117	这套房子是带家具家电  还是空房出售
118	哦哦，这个小区吗
119	这是没装过的？
120	最近有好的房子吗？带我看看
121	这套在小区什么位置啊
122	在哪里
123	有没有税
124	方便看吗
125	靠哪边，黄河哪边不
126	这套价格有得谈吗
127	临街吗
128	价格能少吗
129	您好，请问这个房子周边有哪些学校？
130	这种房子可以商业贷款吗
131	您好，请问这个房子周边有哪些学校？
132	初中呢
133	哪里
134	这个是一期？
135	这个小区给按揭吗
136	能公积金吗？
137	增值税有没有
138	明天能看吗？
139	要全款吗？
140	周边配套成熟一点的
141	他最低多少钱？
142	可以贷多少年
143	您好，我正在看造甲南里的房子
144	这个是什么学区啊
145	这个可以谈到多少
146	这个房子怎么有时候能看到，有时候看不到呢，在官网上
147	是啊，现在心里底线多少？
148	目前他们最低心里价位
149	有房产证照片么
150	学区怎么样?
151	税多少？
152	这个最低多钱？
153	这套房源价格还有优惠空间吗？
154	这套房源价格还有优惠空间么？
155	配套啥的我都了解
156	这套支持公积金吗
157	这个再哪里？
158	好的。这个房子靠马路不
159	满二，怎么出税的呢？
160	明天这个房子能看吗
161	什么时候能够看房呢？
162	哦，价能谈吗？
163	对了明天1150可以看吗
164	可以看看
165	方便带看一下吗
166	您好，请问这个房子周边有哪些学校
167	还有据我所知这个小区在售的清水和简装是很少的，上次看过，已经比较了解了，为什么这一套挂了一年多还没卖出去啊，房子有什么问题吗??
168	什么时候能够看房呢？
169	是精装的吗
170	价格可以少吗
171	这是几期的
172	您好，请问这个房子的首付、税费和贷款是怎样的？
173	房屋买卖怎么会有赠予税呢
174	这个小学是什么
175	能看吗
176	他这个家具怎么办
177	教育方面是七小么
178	您好，请问这个房子周边有哪些学校？
179	低多少啊
180	这套房源价格还有优惠空间么？
181	这是几期的
182	您好，方便带我看下上次说的房子吗
183	这套房源价格还有优惠空间么？
184	A7的房子怎么样？
185	全款呢
186	下午能看么
187	这个最低多少钱啊
188	这套可以，可以去现场看看么？
189	离地铁口近点的，然后附近有公园，学校的，小区相对而言年限近点的
190	哦，这样，这套明天方便看看吗
191	最低多少啊
192	其他费用还有哪些？还有议价空间吗？
193	您好，我想了解融创文旅城御林即将上架的4室房源报价。
194	价格最低多少可以卖
195	下证了吗
196	可谈到多少？
197	有增值税不
198	您好，我想咨询绿地世纪城七期小区
199	我安排下时间，可以去看看
200	能看吗？
201	什么时候看房方便
202	这套房源价格还有优惠空间么？
203	这套可以纯公积金贷款吗
204	家私家电，业主是搬走还是留下？
205	有没有老证的
206	您好，我想了解海亮彩悦府即将上架的3室房源报价。
207	税费高吗
208	什么时候能够看房呢？
209	哪里？
210	有相关的介绍吗，位置在哪
211	有房子证？
212	意思业主贷款买的房子吗
213	花园可以看吗？
214	方便看房吗
215	可以看看房子吗？
216	上次的房子什么时候可以看
217	380如果各付各税，，也可以考虑入手
218	您好，我想咨询金桥商务公寓小区
219	最低多少
220	这种户型不靠马路的有吗？
221	房子靠路边吗？
222	税费如何
223	您好，我正在看北纬40度二期的房子
224	您好，请问这个房子周边有哪些学校
225	你好，这套房子房主多钱卖
226	什么小学
227	什么时候满2年
228	凤城楼70那个能谈多少
229	这个房子是毛坯对吗
230	什么时候能够看房呢？
231	价位还能合适不，这个光线不足吧
232	我要家具家电啥用??
233	对口学区？
234	满几年了吗？
235	周边没啥配套
236	对应哪个小学和初中？
237	这个能看吗？
238	这个南区和北区化片区小区和初中是一个吗
239	请问首付和贷款是多少？
240	今天可以看？
241	这套房源价格还有优惠空间么？
242	物业配套咋样，安静不？
243	位置在哪
244	3-301约看不了吗？
245	这个小区怎么样？
246	挡采光吗
247	你估计最低多少
248	三区在一区南面 靠近公平路
249	请问一会可以再看一下嘛？
250	装修一般是吧
251	有没有房产证呢
252	满几年？
253	看房方便吗？
254	哦哦毛柸吗
255	这套房源价格还有优惠空间么？
256	最低90万？
257	嗯，这房子方便看吗
258	边户？
259	是不是有这个户型的啊
260	有增值税吗
261	我看上面是毛坯呢
262	你多找几套一起看看
263	可以贷款吗
264	还有电梯房跟这儿配套差不多比较好的嘛？
265	428万那个房子最低多少钱啊
266	什么时候能够看房呢？
267	我想了解一下读龙舟路小学的学区房
268	147号02户型的吗？
269	对口的初中是哪里
270	这个能看吗
271	330能拿下来吗
272	靠路的不考虑
273	105万房东卖不卖吗？看过
274	请问这个房子还有得谈吗？
275	房子这几天能看吗？
276	价格还有空间吗？
277	您好，我想咨询越秀滨海珺城小区
278	你帮忙先谈下价格啊，看下业主的意向
279	您好 这套贷款买 税费多少
280	你看可以不
281	价格最低多少？
282	你好，可以带我看一下中海的两房吗？
283	包括西区的也想看一下
284	什么时候能够看房呢？
285	带家具家电车位吗
286	这套房源价格还有优惠空间吗？
287	相信没几个人愿意接盘的
288	这房子目前有谈价吗
289	那里远啊。那里配套不如西区
290	您好，请问周边配套怎么样
291	您好，我正在看恒鼎博邑郡的房子
292	现在方便看房吗？
293	这个房子是否有增值税
294	您好，我想咨询鹏程国际小区
295	下午可以来看看吗
296	这个房子什么时候可以看
297	您好，请问这个房子周边有哪些学校？
298	这些房价可以小刀么？
299	这个学区读哪个小学
300	对口小学是哪个
301	您好，方便带我看下上次说的房子吗
302	能介绍一下户型吗
303	底价多少
304	装修怎样的
305	什么时候能够看房呢？
306	房价可以少吗
307	嗯呢，那什么时候可以看房呢
308	一般产证上怎么写的？
309	有证吗
310	那首付和税的一起多少钱
311	议价空间大吗？
312	附近没什么好学校是吗
313	您好 是南北通透吗
314	这个长椿街小学对口哪个初中啊
315	您好，请问这个户型有啥优缺点
316	什么时候能够看房呢？
317	装修 怎么简单怎么来
318	姑苏区哪个小学好，中学是哪个好
319	先看这套能不能谈陇吧
320	具体看房子吧
321	能不能看？
322	之前那套房子业主还能便宜不
323	什么时候能够看房呢？
324	这套房源价格还有优惠空间吗？
325	是一期还是二期
326	您好，我想咨询碧桂园翠堤春晓小区
327	周边有啥
328	这是一期还是二期的房子？
329	天华北路？
330	适合我养猪是吗
331	昨天房子卖了，想看看附近房子
332	这个小区房子采光怎么样？
333	这周边生活设施咋样
334	能看房吗
335	您好，请问这个房子周边有哪些学校
336	我武汉户口无武汉社保是不是需要全款？
